EmployeeID,Department,JobRole,JobLevel,ManagerID,LocationType,Age,Gender,EducationLevel,YearsAtCompany,YearsSinceLastPromotion,PerformanceRating,HistoricalRatingAvg,CalibrationAdjustedFlag,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,BurnoutRisk,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,PercentSalaryHikeLast,BonusPayoutPct,HighPotentialFlag,PIPHistoryFlag
EMP00754,Sales,Sales Development Rep,IC1,MGR0149,Hybrid,26,Female,Bachelor's,1.8,1.4,3.5,3.7,0,3.77,3.65,,3.43,0.12,,2.77,92.2,4,80.0,75.9,2.58,3.99,Low,42,12.9,8,172,1,10.6,0.87,0,0
EMP00755,Sales,Account Executive,IC1,MGR0031,Hybrid,42,Male,Bachelor's,15.9,5.4,3.5,3.96,0,3.5,3.1,,3.27,0.4,2.26,1.94,86.1,4,77.7,65.8,3.16,2.44,Medium,39,19.1,4,185,6,7.2,0.83,0,0
EMP00756,Operations,Ops Manager,IC2,MGR0001,On-Site,33,Female,Associate's,7.9,4.5,3.5,3.13,0,3.28,3.51,,3.33,-0.23,,3.15,74.5,5,74.3,68.2,3.27,4.5,Low,23,19.6,1,182,5,8.0,0.8,0,0
EMP00757,Sales,Sales Development Rep,IC2,MGR0139,Remote,40,Male,Associate's,0.5,0.3,2.5,2.24,0,3.04,2.06,,2.42,0.98,1.65,1.64,76.8,5,77.0,57.5,4.03,2.51,Medium,12,20.2,1,170,7,6.2,0.71,0,0
EMP00758,HR,Recruiter,IC3,MGR0093,On-Site,22,Female,Master's,3.4,1.5,3.0,2.83,0,2.9,2.93,,3.08,-0.03,2.68,,55.3,6,53.5,31.2,4.07,3.67,Medium,0,17.7,0,175,6,4.3,0.0,0,0
EMP00759,Engineering,ML Engineer,IC1,MGR0068,On-Site,40,Female,Master's,0.8,0.7,3.0,3.24,0,3.32,3.26,,,0.06,1.73,2.97,86.2,3,90.0,79.5,3.52,3.41,Low,35,12.2,1,184,1,7.3,0.71,0,0
EMP00760,Product,Product Analyst,IC1,MGR0036,On-Site,22,Female,Bachelor's,20.5,10.0,3.0,3.57,0,2.92,2.69,,2.55,0.23,1.0,,84.5,3,79.1,72.8,3.49,3.11,Medium,23,12.6,3,180,5,4.9,0.99,0,0
EMP00761,Finance,Finance Manager,M1,MGR0079,On-Site,32,Female,Master's,0.6,0.3,2.0,1.74,0,1.54,1.87,1.16,1.52,-0.33,1.72,1.58,51.4,7,43.8,42.4,2.66,3.51,Medium,0,20.7,0,186,5,1.2,0.15,0,1
EMP00762,Sales,Sales Manager,IC1,MGR0187,Hybrid,22,Female,Bachelor's,3.3,1.3,3.0,2.96,0,3.21,2.57,,2.96,0.64,2.38,2.38,79.5,4,74.3,48.1,3.13,3.4,Medium,23,27.4,0,208,5,5.1,0.79,0,0
EMP00763,Marketing,Growth Manager,IC2,MGR0067,On-Site,40,Male,Bachelor's,4.4,1.4,3.5,3.15,0,3.92,3.61,,3.6,0.31,3.06,2.64,77.2,4,84.2,66.9,2.86,3.65,Medium,18,27.2,3,193,6,8.1,0.82,0,0
EMP00764,Sales,Account Executive,M1,MGR0184,Hybrid,35,Female,Master's,11.1,6.3,3.5,3.62,0,3.56,3.45,3.49,3.5,0.11,3.36,2.39,88.2,7,92.2,68.5,3.42,4.41,High,35,61.1,0,231,9,6.6,0.66,0,0
EMP00765,Marketing,Growth Manager,IC1,MGR0051,Hybrid,28,Male,Bachelor's,7.5,2.4,3.5,4.2,0,4.33,3.18,,3.73,1.15,2.47,3.08,76.2,6,70.8,43.6,2.54,3.76,Medium,14,22.8,2,168,4,4.6,0.46,0,0
EMP00766,HR,Recruiter,IC1,MGR0157,Remote,46,Female,Bachelor's,1.1,0.7,2.0,2.14,1,2.42,2.05,,2.44,0.37,2.45,1.42,74.8,5,67.7,44.0,2.43,4.11,Low,9,15.5,2,185,2,2.5,0.28,0,0
EMP00767,Marketing,Content Strategist,IC2,MGR0130,On-Site,27,Male,Bachelor's,3.4,2.3,3.0,3.13,1,3.59,2.89,,3.17,0.7,2.24,1.6,65.7,6,69.1,30.4,2.83,2.96,Medium,27,34.0,3,198,2,7.0,0.33,0,0
EMP00768,Customer Success,CS Manager,IC2,MGR0006,Hybrid,22,Female,Bachelor's,12.3,10.0,2.5,2.84,0,2.54,2.58,,2.69,-0.04,1.84,,75.2,5,67.7,24.4,2.58,2.05,Medium,4,26.5,1,194,6,2.6,0.37,0,0
EMP00769,Finance,Accountant,IC3,MGR0159,On-Site,39,Female,Bachelor's,5.3,2.2,2.5,2.15,0,2.55,2.08,,2.33,0.47,1.91,1.46,75.8,6,75.4,43.2,3.02,2.46,Medium,15,25.6,5,188,6,3.8,0.63,0,0
EMP00770,Engineering,Data Engineer,M1,MGR0054,Remote,22,Male,Bachelor's,4.7,2.5,3.0,2.98,0,3.16,2.79,3.26,3.07,0.37,2.57,,70.1,7,68.5,52.6,2.55,4.53,Medium,24,24.1,4,193,8,4.6,0.44,0,0
EMP00771,Marketing,Growth Manager,IC1,MGR0088,On-Site,28,Male,Bachelor's,5.6,4.6,5.0,5.0,0,5.0,4.95,,4.98,0.05,3.85,4.13,97.3,4,93.0,72.1,4.58,4.73,Low,59,22.1,0,185,3,10.5,1.28,1,0
EMP00772,Marketing,Content Strategist,IC3,MGR0168,On-Site,30,Non-Binary,Master's,1.6,0.9,4.0,4.36,0,4.12,,,4.03,-0.02,3.8,3.25,83.7,5,80.1,76.2,4.17,2.31,Low,23,41.5,5,203,7,5.2,0.61,1,0
EMP00773,Engineering,Software Engineer,IC2,MGR0145,Hybrid,23,Male,PhD,5.2,1.7,4.0,4.08,0,3.86,3.56,,,0.3,2.73,2.64,95.1,4,97.6,59.0,2.75,2.58,Medium,46,29.9,0,208,1,7.5,0.81,1,0
EMP00774,Finance,Finance Manager,IC1,MGR0005,Remote,31,Male,Master's,1.1,0.4,3.5,3.12,1,4.12,3.44,,3.63,0.68,2.15,2.96,70.1,2,61.4,56.9,3.24,2.95,Low,19,13.7,2,177,3,1.6,0.68,0,0
EMP00775,Sales,Sales Manager,IC3,MGR0002,Hybrid,23,Male,Master's,2.2,1.7,2.5,2.17,0,2.21,2.75,,2.63,-0.54,2.12,2.52,60.6,7,57.5,61.5,3.07,3.2,Low,5,16.8,3,193,5,4.2,0.68,0,0
EMP00776,Marketing,Marketing Analyst,IC2,MGR0058,Remote,36,Non-Binary,Bachelor's,8.8,6.6,3.0,3.26,0,3.55,2.92,,3.28,0.63,2.08,2.49,67.7,6,73.9,47.2,3.04,4.25,Medium,27,14.1,1,180,4,3.7,0.55,0,0
EMP00777,Engineering,DevOps Engineer,IC2,MGR0012,Hybrid,25,Non-Binary,Bachelor's,0.5,0.4,3.5,3.5,1,4.13,3.29,,3.28,0.84,2.09,2.91,68.7,4,71.7,52.9,3.11,3.98,Medium,28,24.0,0,198,4,5.5,0.66,0,0
EMP00778,Customer Success,Onboarding Manager,IC1,MGR0005,Remote,35,Female,Bachelor's,2.1,0.8,3.0,3.02,0,3.19,2.71,,2.92,0.48,2.8,,83.8,3,71.7,67.1,1.89,2.28,Medium,19,14.6,2,176,2,5.7,0.46,0,0
EMP00779,Customer Success,CS Manager,IC2,MGR0106,Hybrid,44,Female,Master's,1.2,0.9,3.5,3.2,0,4.81,3.22,,3.92,1.59,3.24,2.6,87.6,6,84.2,79.0,4.42,2.25,Medium,30,24.1,4,178,1,4.2,0.68,0,0
EMP00780,HR,L&D Specialist,IC2,MGR0188,Remote,41,Male,Master's,0.9,0.6,3.5,3.86,1,3.8,3.48,,3.84,0.32,,2.63,62.6,6,55.1,63.9,2.95,2.07,Medium,12,15.6,0,170,4,3.2,0.44,0,0
EMP00781,Engineering,Software Engineer,M1,MGR0169,Remote,34,Non-Binary,Master's,7.3,3.2,3.5,3.13,0,3.68,2.71,3.51,3.3,0.97,2.78,2.04,74.1,8,72.0,56.0,2.79,2.52,Low,20,22.6,0,180,8,5.2,0.58,0,0
EMP00782,HR,HR Business Partner,IC1,MGR0148,Remote,27,Male,Bachelor's,4.8,4.2,3.0,2.93,0,3.2,2.71,,3.04,0.49,2.49,2.54,59.2,3,51.8,69.5,3.25,2.11,Low,0,12.1,4,152,4,0.0,0.34,0,0
EMP00783,Customer Success,CS Specialist,IC2,MGR0200,On-Site,36,Male,Bachelor's,0.5,0.3,2.5,2.14,0,3.23,2.55,,2.79,0.68,2.91,2.26,53.5,5,50.7,25.3,1.24,3.82,Medium,9,14.9,2,166,5,0.0,0.25,0,0
EMP00784,Finance,Accountant,IC2,MGR0129,Hybrid,29,Male,Master's,2.7,2.3,4.0,3.94,0,4.19,4.16,,,0.03,2.97,3.37,90.5,5,89.3,91.2,3.5,2.17,Low,36,14.7,0,185,2,6.7,0.89,1,0
EMP00785,Sales,Sales Manager,IC3,MGR0056,Hybrid,36,Female,Bachelor's,2.5,2.0,4.0,4.52,0,4.55,3.57,,3.85,0.98,3.53,2.69,100.0,7,94.2,83.7,3.84,3.4,Medium,42,28.5,2,198,6,14.9,1.28,1,0
EMP00786,Engineering,DevOps Engineer,IC3,MGR0070,Hybrid,22,Female,Master's,0.6,0.3,4.0,3.79,0,3.76,3.68,,3.64,0.08,2.92,2.7,73.8,7,73.4,73.7,4.46,2.12,Medium,38,34.8,0,199,7,8.6,0.82,0,0
EMP00787,Product,Product Manager,IC3,MGR0056,Hybrid,41,Male,Master's,6.4,4.0,2.0,2.23,0,2.36,1.93,,2.23,0.43,1.93,1.54,50.4,6,55.2,28.7,2.44,5.0,Medium,0,17.5,6,197,4,0.8,0.15,0,0
EMP00788,Customer Success,Onboarding Manager,M1,MGR0054,On-Site,35,Non-Binary,Master's,1.8,1.0,3.5,3.73,0,4.19,3.62,3.6,3.8,0.57,3.3,2.6,95.8,8,87.3,51.9,2.85,3.59,Medium,35,23.9,3,177,5,4.4,0.78,0,0
EMP00789,Customer Success,CS Manager,M1,MGR0139,Remote,52,Male,Associate's,5.7,4.1,3.5,3.35,1,3.78,3.27,3.22,3.42,0.51,3.02,2.55,86.7,7,85.9,62.4,3.56,3.91,Low,36,19.3,0,184,8,4.5,0.98,0,0
EMP00790,Product,Product Manager,IC2,MGR0003,Remote,45,Male,Associate's,0.9,0.6,3.5,3.63,0,3.5,3.36,,3.26,0.14,2.66,3.05,47.3,3,45.7,49.7,2.78,2.92,Medium,17,26.1,2,193,5,5.4,0.47,0,0
EMP00791,Operations,Ops Manager,IC2,MGR0095,On-Site,39,Male,Master's,1.5,1.2,3.5,3.36,0,3.69,3.52,,3.7,0.17,3.13,2.78,73.7,4,77.6,60.7,2.59,3.78,Medium,23,27.8,1,186,8,4.5,0.73,0,0
EMP00792,Customer Success,CS Manager,M1,MGR0028,Hybrid,34,Female,Master's,0.5,0.2,2.0,2.77,0,1.73,,1.6,1.61,0.23,2.48,1.13,73.5,7,68.3,52.0,2.69,2.89,Medium,0,30.3,2,186,8,2.5,0.34,0,0
EMP00793,Marketing,Content Strategist,Director,MGR0111,Remote,29,Female,Bachelor's,0.6,0.4,4.0,3.51,1,4.66,4.47,4.35,4.49,0.19,3.48,3.62,86.1,8,87.0,67.7,4.6,4.58,Low,37,24.3,6,184,11,11.7,1.03,0,0
EMP00794,Finance,Finance Manager,M2,MGR0107,Remote,42,Male,Associate's,8.6,4.2,3.0,3.17,0,3.79,2.93,2.99,3.24,0.86,3.12,2.63,73.3,6,75.0,63.9,3.58,2.35,Medium,10,23.3,2,179,12,5.8,0.66,0,0
EMP00795,Engineering,Data Engineer,IC2,MGR0120,Remote,33,Female,Master's,0.5,0.2,2.5,2.69,0,2.75,2.28,,2.52,0.47,1.67,2.36,63.0,5,68.9,28.4,3.54,3.18,Medium,16,15.9,1,198,2,1.3,0.33,0,0
EMP00796,Product,Product Analyst,IC1,MGR0133,On-Site,44,Male,Bachelor's,0.5,0.4,4.5,4.61,0,5.0,4.8,,4.93,0.2,3.05,3.49,84.4,4,75.0,77.5,3.63,3.02,Medium,20,12.0,5,171,5,4.7,0.54,0,0
EMP00797,Marketing,Marketing Analyst,IC2,MGR0124,Remote,38,Female,Bachelor's,11.3,4.0,4.0,4.44,1,4.6,,,3.88,0.66,3.78,3.51,77.3,4,84.9,61.9,3.73,2.13,Medium,19,14.5,5,180,3,10.6,0.82,0,0
EMP00798,Product,Product Analyst,IC3,MGR0090,On-Site,38,Non-Binary,Bachelor's,4.2,1.8,3.0,2.54,1,3.31,2.84,,2.93,0.47,1.0,2.51,60.9,8,62.8,59.0,1.78,3.99,Medium,24,50.3,1,207,4,2.3,0.83,0,0
EMP00799,Engineering,Data Engineer,IC2,MGR0016,On-Site,39,Male,Master's,0.5,0.2,3.5,3.24,0,4.34,3.53,,4.05,0.81,2.53,2.45,73.8,5,71.1,57.2,3.75,2.45,Medium,46,33.6,0,213,3,11.4,0.43,0,0
EMP00800,HR,Compensation Analyst,IC2,MGR0031,Hybrid,27,Female,Master's,14.3,7.9,3.0,2.94,0,3.59,2.91,,3.32,0.68,2.41,2.03,72.9,5,66.7,53.9,2.0,1.9,Medium,16,14.7,1,175,1,4.2,0.46,0,0
EMP00801,Engineering,Software Engineer,M1,MGR0028,Remote,26,Female,Bachelor's,0.6,0.3,2.0,1.48,0,2.78,1.68,1.94,2.13,1.1,,1.63,57.3,7,57.7,44.2,3.53,3.74,Medium,5,22.9,0,170,8,2.6,0.34,0,0
EMP00802,Operations,Ops Manager,IC2,MGR0135,Remote,26,Male,Bachelor's,5.8,4.2,3.5,3.73,0,4.36,3.77,,4.17,0.59,3.19,3.18,79.8,3,70.6,89.5,2.95,1.99,Medium,6,43.4,2,195,3,4.2,0.63,0,0
EMP00803,Engineering,DevOps Engineer,M1,MGR0137,Hybrid,43,Female,Associate's,0.5,0.4,3.5,3.87,0,3.7,2.88,4.0,3.53,0.82,2.83,1.78,64.5,7,70.1,43.4,3.5,3.71,Medium,28,18.4,3,187,10,10.5,0.75,0,0
EMP00804,Engineering,DevOps Engineer,IC2,MGR0039,Hybrid,27,Male,Master's,3.9,1.9,3.0,3.05,0,3.58,2.76,,3.05,0.82,2.66,1.96,73.9,4,66.2,44.4,2.71,4.04,Medium,0,22.8,2,185,6,2.6,0.61,0,0
EMP00805,Operations,Supply Chain Specialist,IC2,MGR0171,Hybrid,28,Male,PhD,3.2,1.8,3.5,2.94,1,3.03,4.05,,3.38,-1.02,3.4,3.4,79.9,6,83.3,52.2,2.53,2.33,Medium,15,14.9,1,185,5,4.7,0.85,0,0
EMP00806,Finance,Accountant,IC2,MGR0027,Hybrid,39,Male,Bachelor's,0.9,0.4,2.0,1.53,1,1.84,1.94,,2.15,-0.1,2.22,1.83,64.9,4,60.7,53.3,3.15,3.77,Medium,26,17.4,0,188,5,2.7,0.55,0,1
EMP00807,Customer Success,Onboarding Manager,M1,MGR0076,On-Site,32,Male,Master's,4.1,2.9,3.0,2.95,0,3.5,2.35,2.68,,1.15,2.33,2.0,71.8,8,64.9,55.0,1.67,2.35,Medium,12,18.4,1,176,10,3.7,0.57,0,0
EMP00808,Engineering,Software Engineer,IC1,MGR0117,Hybrid,31,Female,Master's,3.8,2.0,4.0,3.66,0,4.45,4.3,,4.3,0.15,2.33,2.81,95.9,2,100.0,78.9,3.13,2.89,Low,37,19.3,2,179,2,4.4,0.84,0,0
EMP00809,Operations,Operations Analyst,IC1,MGR0089,Hybrid,31,Female,Bachelor's,6.4,2.4,2.5,2.25,0,2.42,2.3,,2.65,0.12,1.65,1.62,75.1,5,80.5,58.2,2.72,3.19,Medium,43,21.7,3,178,2,5.7,0.64,0,0
EMP00810,Marketing,Content Strategist,Director,MGR0107,On-Site,22,Female,Bachelor's,8.3,3.1,3.0,2.54,0,3.15,2.53,3.13,2.94,0.62,2.78,1.73,66.7,8,56.8,62.9,2.31,2.2,Low,4,22.3,5,187,8,2.9,0.57,0,0
EMP00811,HR,HR Business Partner,IC1,MGR0122,Remote,27,Male,Bachelor's,2.9,1.4,4.0,4.0,0,4.44,4.27,,4.25,0.17,2.01,3.62,92.3,4,100.0,78.6,4.34,2.24,Low,41,17.6,0,164,3,7.8,1.08,1,0
EMP00812,HR,Recruiter,IC3,MGR0126,Remote,44,Male,Bachelor's,2.7,2.0,3.0,3.65,0,3.3,3.28,,2.96,0.02,3.19,2.48,63.6,6,60.7,45.5,2.63,4.13,Medium,0,18.8,0,178,8,5.4,0.43,0,0
EMP00813,Engineering,DevOps Engineer,IC3,MGR0098,Remote,30,Male,High School,3.9,1.2,3.0,3.01,0,3.21,3.4,,3.37,-0.19,,2.88,67.0,7,58.5,39.4,2.25,1.48,Medium,1,25.9,0,182,4,3.7,0.23,0,0
EMP00814,Finance,Accountant,IC2,MGR0033,Remote,22,Male,Bachelor's,5.2,2.4,2.0,1.26,1,1.74,,,1.51,0.18,1.48,1.3,46.6,4,44.9,19.7,1.0,2.92,Medium,0,19.7,1,181,7,0.0,0.0,0,1
EMP00815,Finance,Accountant,IC3,MGR0091,Hybrid,26,Non-Binary,Bachelor's,1.8,0.7,2.5,2.32,1,2.94,2.35,,2.82,0.59,1.08,1.53,87.7,6,77.1,41.7,3.14,3.4,Medium,7,16.1,1,173,6,1.6,0.46,0,0
EMP00816,Marketing,Growth Manager,IC1,MGR0184,Hybrid,37,Female,Master's,2.8,2.4,4.5,4.4,1,4.72,4.3,,4.27,0.42,3.26,3.7,91.3,3,83.5,71.5,4.42,3.6,Low,36,14.5,4,179,4,7.3,1.13,1,0
EMP00817,Engineering,Software Engineer,IC3,MGR0120,Hybrid,37,Male,Bachelor's,3.5,2.5,1.5,1.61,0,2.67,,,1.64,1.6,1.4,1.21,56.1,8,55.5,22.2,2.06,4.33,Medium,0,21.3,1,194,2,3.6,0.0,0,1
EMP00818,HR,Recruiter,IC2,MGR0002,On-Site,32,Female,Master's,17.8,7.8,2.0,2.49,0,2.86,2.1,,2.51,0.76,,1.96,54.6,4,51.3,47.0,2.9,3.81,Medium,0,14.8,0,189,3,2.6,0.34,0,1
EMP00819,Finance,Accountant,IC3,MGR0142,Remote,29,Female,Bachelor's,3.5,1.5,3.5,3.33,1,3.85,3.78,,3.94,0.07,2.9,3.09,72.6,7,65.9,44.0,4.01,3.42,Medium,22,33.3,3,190,7,3.1,0.63,0,0
EMP00820,Engineering,DevOps Engineer,IC1,MGR0013,Hybrid,23,Male,Master's,1.0,0.8,1.5,1.93,0,1.02,1.24,,1.28,-0.22,1.09,1.0,21.4,3,19.3,31.9,1.97,3.08,Medium,0,30.2,2,201,4,0.0,0.0,0,1
EMP00821,Product,Product Manager,IC3,MGR0024,Remote,37,Female,Bachelor's,3.5,1.4,2.5,2.32,0,3.77,2.45,,2.87,1.32,1.25,1.78,65.9,4,66.5,55.8,3.83,2.9,Medium,12,17.0,3,154,6,4.1,0.36,0,0
EMP00822,Finance,Accountant,IC1,MGR0069,Hybrid,41,Male,Master's,6.8,6.1,3.0,3.05,1,3.63,2.95,,3.23,0.68,2.54,2.74,87.3,4,94.1,74.4,4.85,2.95,Medium,37,29.2,0,195,3,9.3,0.92,0,0
EMP00823,Operations,Ops Manager,IC2,MGR0034,Hybrid,45,Male,Master's,7.8,3.7,4.0,3.88,0,4.08,4.28,,3.84,-0.2,4.24,3.91,100.0,4,86.4,53.5,4.37,3.0,Medium,57,20.8,0,168,4,8.4,1.07,1,0
EMP00824,Product,UX Researcher,IC1,MGR0087,On-Site,26,Male,Associate's,6.4,2.2,3.5,3.28,1,4.15,3.4,,3.86,0.75,3.45,2.52,77.3,3,70.5,60.7,2.28,3.53,Medium,36,28.1,2,199,4,8.8,0.96,0,0
EMP00825,Customer Success,Onboarding Manager,IC1,MGR0019,Hybrid,45,Male,PhD,8.8,6.3,2.0,1.62,0,2.62,1.91,,2.1,0.71,1.75,1.2,59.0,5,60.0,48.1,3.08,2.83,Medium,0,19.9,0,193,5,4.6,0.35,0,1
EMP00826,Finance,Financial Analyst,M1,MGR0030,Remote,34,Male,Master's,1.6,1.1,2.5,2.89,0,2.54,2.72,2.44,2.57,-0.18,2.29,1.86,59.3,6,65.0,72.1,2.76,3.84,Medium,23,37.9,3,205,7,0.4,0.28,0,0
EMP00827,HR,HR Business Partner,IC2,MGR0049,Hybrid,35,Male,Bachelor's,2.8,2.5,3.5,3.17,0,3.43,3.44,,3.49,-0.01,1.9,2.46,57.5,4,58.7,58.4,2.12,3.37,Low,21,18.9,7,176,5,5.6,0.58,0,0
EMP00828,Sales,Account Executive,M2,MGR0171,Remote,42,Male,Master's,6.0,4.7,3.0,2.92,0,3.6,,3.17,3.16,0.9,2.73,2.26,67.0,8,57.9,43.6,2.9,2.34,High,46,70.5,1,221,9,7.2,1.07,0,0
EMP00829,Product,Product Manager,Director,MGR0144,Remote,30,Female,Master's,1.2,0.7,4.5,4.06,0,5.0,4.02,4.75,4.59,0.98,3.6,2.82,100.0,8,89.5,60.4,4.23,3.22,Medium,53,37.6,2,198,8,10.6,1.21,0,0
EMP00830,Customer Success,CS Specialist,IC3,MGR0180,Hybrid,22,Non-Binary,PhD,1.9,1.3,3.5,3.56,0,3.93,3.18,,3.74,0.75,1.48,2.38,74.5,6,69.8,64.4,3.53,3.16,Low,38,23.9,3,182,5,6.1,1.1,0,0
EMP00831,Marketing,Content Strategist,IC1,MGR0114,Remote,40,Female,Bachelor's,7.1,5.6,3.5,4.13,0,3.9,3.48,,3.83,0.42,2.36,2.62,77.8,4,69.2,47.4,2.57,2.97,Medium,16,16.0,6,177,1,7.4,0.62,0,0
EMP00832,Marketing,Marketing Analyst,IC2,MGR0116,Hybrid,37,Male,Bachelor's,5.9,3.6,3.0,2.8,1,3.84,2.45,,3.11,1.39,2.01,2.01,63.2,5,56.6,59.2,2.35,3.51,Medium,9,21.7,2,184,5,0.3,0.48,0,0
EMP00833,HR,HR Business Partner,M1,MGR0177,Hybrid,32,Male,Master's,14.2,6.6,5.0,5.0,0,5.0,5.0,5.0,5.0,0.0,3.13,,100.0,7,91.8,100.0,3.95,1.9,Low,76,28.4,0,200,6,13.9,1.37,0,0
EMP00834,Finance,Financial Analyst,IC2,MGR0139,Hybrid,39,Male,Bachelor's,22.1,9.4,3.5,2.96,0,2.64,2.87,,3.15,-0.23,,2.43,83.5,5,78.8,38.4,3.26,2.9,Medium,30,17.4,2,171,5,8.8,0.81,0,0
EMP00835,Engineering,Data Engineer,IC1,MGR0078,Remote,41,Male,Bachelor's,1.1,0.5,2.0,2.44,0,2.51,1.55,,1.78,0.96,1.0,,68.8,2,65.2,43.7,2.63,3.1,Medium,20,18.2,0,167,6,2.9,0.49,0,1
EMP00836,Finance,Financial Analyst,IC3,MGR0175,On-Site,22,Female,Bachelor's,9.2,7.4,3.0,3.63,0,3.76,3.13,,3.25,0.63,2.6,2.56,73.1,6,71.2,65.2,4.41,2.8,Medium,9,33.7,3,194,8,7.0,0.32,0,0
EMP00837,HR,HR Business Partner,M1,MGR0035,Hybrid,35,Female,Master's,0.5,0.3,2.0,1.49,0,2.49,1.74,1.64,1.96,0.75,2.08,1.97,57.2,7,61.9,52.9,2.34,3.41,Medium,2,42.3,1,202,8,2.3,0.36,0,0
EMP00838,Marketing,Marketing Analyst,M1,MGR0071,On-Site,22,Female,High School,4.9,2.3,1.5,1.23,1,1.29,1.48,1.56,1.44,-0.19,1.0,1.22,39.6,8,43.5,17.8,1.0,2.89,Medium,0,25.7,4,187,8,0.0,0.0,0,0
EMP00839,Finance,Finance Manager,IC1,MGR0157,Hybrid,34,Female,Master's,1.0,0.8,3.0,2.78,0,3.04,2.88,,3.18,0.16,1.99,2.38,71.4,5,61.0,62.5,2.55,2.9,Medium,6,13.3,1,177,1,5.2,0.47,0,0
EMP00840,Marketing,Marketing Analyst,IC3,MGR0108,Hybrid,32,Male,Bachelor's,1.4,0.4,5.0,5.0,0,5.0,5.0,,5.0,0.0,3.57,4.73,86.7,6,84.4,88.4,3.4,3.13,Medium,49,27.7,5,188,5,13.9,1.14,0,0
EMP00841,Product,Product Analyst,IC1,MGR0054,Hybrid,38,Male,Bachelor's,11.7,7.7,2.0,2.13,0,1.77,1.95,,,-0.18,1.38,1.51,35.0,4,36.4,35.8,2.31,2.49,Medium,0,14.3,1,167,3,3.1,0.2,0,1
EMP00842,Customer Success,Onboarding Manager,IC1,MGR0023,Hybrid,26,Female,Bachelor's,1.2,1.0,3.0,3.32,0,3.07,2.54,,2.83,0.53,1.0,2.47,71.2,4,61.8,62.2,2.59,2.23,Low,28,12.5,2,175,2,4.0,0.52,0,0
EMP00843,Engineering,Software Engineer,M2,MGR0152,Remote,31,Male,Master's,4.5,2.5,2.5,2.56,0,3.36,2.61,2.37,2.78,0.75,2.44,,63.4,8,68.8,59.2,3.95,4.74,Low,6,23.7,0,199,8,1.3,0.56,0,0
EMP00844,Product,Product Analyst,IC1,MGR0010,Hybrid,22,Male,Master's,0.8,0.4,3.0,3.41,0,2.9,2.53,,2.74,0.37,2.96,1.74,74.6,4,80.9,60.5,3.22,2.8,Low,23,14.5,0,175,1,8.0,0.89,0,0
EMP00845,Marketing,Marketing Analyst,IC2,MGR0061,On-Site,39,Male,Bachelor's,0.5,0.3,3.0,2.57,0,3.18,3.25,,3.03,-0.07,3.06,2.64,62.2,5,56.1,53.8,2.49,3.09,Medium,13,19.8,3,182,4,4.4,0.24,0,0
EMP00846,Marketing,Content Strategist,IC1,MGR0136,Hybrid,34,Male,Master's,1.7,1.2,2.0,2.64,0,2.59,2.18,,2.36,0.41,1.95,1.94,46.5,3,48.7,48.9,1.97,4.12,Medium,6,12.0,0,185,3,0.9,0.21,0,0
EMP00847,Sales,Sales Development Rep,M2,MGR0048,Remote,35,Male,Master's,3.9,2.4,2.0,1.89,0,1.66,2.0,1.8,1.82,-0.34,1.0,1.88,52.3,8,52.1,50.4,2.38,3.44,Medium,18,29.1,1,180,9,1.9,0.25,0,1
EMP00848,Sales,Sales Development Rep,M1,MGR0112,Hybrid,23,Female,Bachelor's,1.1,0.3,2.0,1.62,1,2.84,2.16,1.46,2.15,0.68,1.49,1.49,52.4,8,44.9,58.6,3.14,2.61,Medium,0,22.7,0,182,7,2.6,0.62,0,1
EMP00849,Product,UX Researcher,IC3,MGR0126,On-Site,38,Female,Bachelor's,1.4,0.5,3.5,2.89,0,3.55,3.81,,3.68,-0.26,3.0,2.81,94.2,6,87.1,80.5,3.43,1.73,Low,44,18.4,2,190,5,10.7,0.86,0,0
EMP00850,Operations,Ops Manager,M1,MGR0157,Hybrid,48,Male,High School,4.9,3.6,4.5,4.51,0,4.38,4.39,4.58,4.45,-0.01,3.78,3.78,91.9,8,84.2,88.1,3.85,1.99,Low,45,20.5,2,189,8,3.6,0.97,0,0
EMP00851,Product,Product Manager,IC1,MGR0087,Remote,33,Male,Bachelor's,0.5,0.3,2.5,2.25,0,3.36,2.46,,,0.9,2.43,1.66,87.4,2,93.5,45.5,3.0,2.41,Medium,16,12.3,1,180,1,5.4,0.39,0,0
EMP00852,Sales,Account Executive,IC2,MGR0026,On-Site,40,Female,Master's,2.4,1.9,3.0,2.74,0,3.65,2.98,,3.44,0.67,2.17,2.29,87.7,3,94.2,73.1,2.74,2.81,Low,39,16.0,0,153,3,8.1,1.0,0,0
EMP00853,Marketing,Marketing Analyst,IC2,MGR0165,Hybrid,28,Male,Master's,11.4,7.9,3.0,2.46,1,2.89,2.64,,2.86,0.25,1.69,1.68,65.8,5,56.5,51.5,3.18,3.66,Medium,20,15.0,0,169,4,5.3,0.42,0,0
